id,neighborhood,house_style,lot_area,gr_liv_area,total_bsmt_sf,garage_area,year_built,year_remod,overall_qual,overall_cond,full_bath,half_bath,bedroom_abvgr,totrms_abvgrd,fireplaces,distance_to_downtown_km,school_rating,crime_index,median_income_area,has_pool,noise_1,noise_2,noise_3,sale_price,true_price_no_noise
748,Hillcrest,SplitLevel,6503.0,1757.0,1022.0,377.0,1923,1934,1,10,3,0,5,8,2,11.63,4.0,58.8,79.9,False,-1.838,0.703,34.0,332400.0,327036.0
749,Suburbia,1Story,3378.0,1120.0,992.0,0.0,1987,1989,9,7,3,1,2,7,1,10.42,3.0,8.3,78.3,False,-1.781,0.357,45.0,308400.0,308564.0
750,Suburbia,2Story,5549.0,2215.0,652.0,120.0,1972,1986,5,10,2,0,3,5,0,4.29,4.0,11.4,57.2,False,-0.332,0.831,89.0,345600.0,340086.0
751,Lakeside,2Story,7932.0,2279.0,616.0,549.0,1961,1976,4,8,1,2,6,9,0,11.12,7.0,68.7,40.9,False,0.971,0.772,63.0,398300.0,386439.0
752,Hillcrest,1Story,8286.0,2713.0,912.0,0.0,1990,2018,5,6,3,2,2,5,2,4.93,5.0,26.4,71.0,False,1.167,0.287,38.0,406600.0,400827.0
753,Lakeside,1Story,14608.0,2555.0,1322.0,442.0,1990,2019,4,2,2,2,6,8,2,4.83,8.0,11.7,56.2,False,0.763,0.333,98.0,462600.0,451286.0
754,Riverside,1.5Story,9936.0,2920.0,918.0,695.0,1925,1925,6,9,2,1,2,5,2,4.6,6.0,34.0,58.5,False,-0.151,0.184,62.0,455300.0,448204.0
755,Suburbia,1Story,8338.0,2191.0,1632.0,258.0,1947,1978,2,3,2,0,4,6,0,1.29,,60.3,72.0,False,1.465,0.503,97.0,344400.0,333089.0
756,Lakeside,1Story,8012.0,1976.0,658.0,504.0,1960,1990,2,8,1,2,4,5,2,3.87,7.0,19.7,60.2,False,-0.722,0.811,45.0,391000.0,386462.0
757,Hillcrest,2Story,11926.0,1088.0,1031.0,0.0,1919,1926,10,7,2,0,2,4,0,1.64,9.0,34.2,73.5,True,-0.341,0.564,85.0,394100.0,389370.0
758,Old Town,2Story,6591.0,2019.0,801.0,487.0,1944,1957,8,4,2,1,6,9,1,6.78,2.0,0.0,113.2,False,-1.421,0.355,81.0,407500.0,398307.0
759,Downtown,SplitLevel,7715.0,1546.0,1197.0,202.0,1905,1936,4,8,2,2,6,7,1,5.21,10.0,25.6,80.3,False,-0.345,0.41,71.0,381800.0,382034.0
760,Riverside,2Story,5535.0,1966.0,622.0,676.0,1955,1978,9,7,3,0,3,6,2,4.3,8.0,54.9,92.2,False,-0.862,0.693,92.0,438400.0,432236.0
761,Suburbia,SplitLevel,13315.0,1880.0,1760.0,0.0,1925,1938,8,8,3,1,3,8,2,11.31,,19.3,77.2,False,1.538,0.514,55.0,364700.0,375086.0
762,Downtown,1Story,9296.0,2109.0,240.0,376.0,1927,1958,7,10,2,1,5,7,0,26.33,1.0,9.6,69.4,False,1.341,0.553,8.0,354200.0,375992.0
763,Downtown,2Story,6326.0,1796.0,1671.0,410.0,2003,2026,8,3,1,0,3,5,0,2.04,1.0,19.5,77.5,False,0.063,0.61,37.0,427300.0,425579.0
764,Downtown,2Story,7785.0,2364.0,988.0,399.0,1917,1937,10,8,3,0,2,5,2,9.03,7.0,22.8,76.6,True,0.467,0.739,1.0,492900.0,502213.0
765,Old Town,2Story,9685.0,500.0,1182.0,270.0,1915,1915,9,1,3,2,5,10,0,2.88,5.0,50.3,83.5,False,-0.604,0.626,26.0,304700.0,280217.0
766,Downtown,1.5Story,7422.0,1954.0,1511.0,486.0,1940,1966,3,8,1,2,3,3,0,22.39,2.0,42.6,69.1,False,-2.537,0.684,70.0,363600.0,372887.0
767,Lakeside,1Story,6721.0,2511.0,1310.0,364.0,1902,1909,8,2,3,0,4,9,0,1.44,4.0,46.5,44.5,False,-0.762,0.666,12.0,438900.0,428818.0
768,Downtown,1Story,6445.0,2879.0,643.0,567.0,2009,2026,2,3,2,0,5,9,1,0.71,5.0,35.6,41.6,False,0.748,0.926,63.0,374100.0,382321.0
769,Downtown,1.5Story,9124.0,2253.0,1202.0,543.0,2024,2026,6,2,3,1,4,7,2,2.67,,22.6,76.3,True,0.438,0.736,63.0,444500.0,444236.0
770,Suburbia,1Story,7149.0,2777.0,1734.0,720.0,2001,2002,1,9,3,0,6,11,2,1.44,6.0,19.5,47.7,False,-0.392,0.547,55.0,387100.0,400327.0
771,Lakeside,SplitLevel,6913.0,1943.0,577.0,426.0,2000,2015,2,4,3,0,5,10,1,9.72,1.0,43.6,80.4,True,0.74,0.898,69.0,351000.0,365397.0
772,Riverside,SplitLevel,5077.0,1852.0,1840.0,0.0,1912,1926,8,4,3,1,6,8,0,10.73,7.0,66.8,92.1,False,-0.471,0.9,43.0,384700.0,380630.0
773,Riverside,1.5Story,8326.0,2141.0,1112.0,0.0,1969,1983,4,4,1,1,6,8,2,15.27,1.0,16.2,64.0,False,-1.142,0.352,65.0,322800.0,327212.0
774,Suburbia,SplitLevel,7605.0,1848.0,768.0,811.0,1911,1949,2,7,1,2,5,5,2,9.45,8.0,14.6,89.8,False,0.74,0.805,74.0,364800.0,355056.0
775,Downtown,1.5Story,7240.0,1420.0,575.0,566.0,1937,1948,10,10,1,0,4,7,1,3.52,3.0,12.3,72.7,False,-0.612,0.982,58.0,424600.0,408664.0
776,Suburbia,1Story,8687.0,1567.0,856.0,349.0,1962,1996,10,7,1,1,4,7,1,0.72,6.0,51.6,68.5,True,1.027,0.207,70.0,346100.0,365318.0
777,Suburbia,1.5Story,10528.0,1238.0,129.0,731.0,1985,1991,3,2,2,0,5,7,1,12.89,4.0,34.2,69.3,False,-1.998,0.397,76.0,270300.0,256781.0
778,Lakeside,2Story,10358.0,2141.0,776.0,677.0,1934,1959,6,6,1,0,2,3,2,0.57,9.0,46.1,53.0,False,-0.57,0.415,41.0,429200.0,441065.0
779,Suburbia,1.5Story,9833.0,1856.0,840.0,244.0,1932,1937,3,2,2,2,4,8,1,10.27,8.0,24.8,50.7,False,0.597,0.611,91.0,288500.0,292665.0
780,Suburbia,SplitLevel,7448.0,1652.0,499.0,339.0,2003,2012,9,2,1,2,3,4,0,9.02,10.0,47.4,38.4,False,0.494,0.963,32.0,277100.0,294458.0
781,Lakeside,2Story,6645.0,1538.0,1264.0,439.0,1928,1934,7,2,1,1,4,6,2,21.59,,29.2,54.8,False,-0.221,0.306,5.0,376400.0,393368.0
782,Old Town,SplitLevel,5623.0,2128.0,858.0,,1961,1974,5,7,3,0,6,10,1,2.46,10.0,4.1,106.5,False,0.287,0.754,96.0,360000.0,384082.0
783,Hillcrest,SplitLevel,6584.0,2279.0,683.0,445.0,1936,1954,10,9,3,2,4,7,1,4.86,3.0,53.5,41.1,False,0.14,0.779,84.0,384800.0,389853.0
784,Suburbia,2Story,8159.0,1228.0,813.0,574.0,2007,2026,8,3,2,1,4,6,0,6.79,4.0,34.3,46.8,False,-1.489,0.696,40.0,302700.0,301918.0
785,Old Town,1Story,6154.0,1142.0,1099.0,0.0,1967,1998,2,10,2,1,4,8,2,1.41,9.0,28.8,53.5,False,-0.364,0.588,21.0,244300.0,248929.0
786,Hillcrest,SplitLevel,8380.0,2375.0,981.0,507.0,1913,1941,5,3,1,1,3,4,0,2.55,1.0,40.6,54.3,False,0.227,0.572,20.0,338500.0,360613.0
787,Suburbia,SplitLevel,5780.0,1094.0,656.0,,1918,1938,9,4,2,0,5,7,0,0.47,2.0,6.1,72.8,False,0.506,0.282,57.0,450100.0,317867.0
788,Hillcrest,2Story,4531.0,2151.0,1003.0,524.0,2022,2026,6,2,3,0,3,8,2,13.82,8.0,,57.0,False,-0.065,0.137,96.0,386700.0,386558.0
789,Suburbia,1Story,10795.0,2739.0,929.0,448.0,2018,2026,1,1,2,0,6,9,0,4.91,4.0,23.1,64.4,False,-0.552,0.334,31.0,347900.0,338090.0
790,Suburbia,1.5Story,6863.0,2741.0,471.0,353.0,1996,2001,8,7,3,1,2,6,2,6.56,3.0,31.9,52.7,False,-1.334,0.23,70.0,381200.0,378090.0
791,Lakeside,2Story,6045.0,2256.0,829.0,593.0,1909,1936,5,5,2,2,3,5,0,6.27,4.0,57.8,59.4,False,0.753,0.653,36.0,433400.0,410288.0
792,Hillcrest,1Story,5526.0,2240.0,1193.0,272.0,1992,2024,3,2,2,0,5,8,2,13.35,8.0,47.8,66.9,False,0.643,0.853,55.0,353600.0,354093.0
793,Hillcrest,2Story,9396.0,3089.0,1190.0,499.0,1983,2005,9,6,3,1,2,4,2,2.44,5.0,31.5,65.6,False,0.987,0.159,63.0,503500.0,499596.0
794,Downtown,2Story,13111.0,566.0,,464.0,2018,2026,9,4,3,0,4,6,2,8.59,1.0,33.0,103.7,False,-1.078,0.659,76.0,369500.0,369751.0
795,Downtown,1Story,7037.0,1595.0,1234.0,640.0,1961,1976,6,4,1,2,3,6,2,6.42,6.0,0.0,67.5,False,0.122,0.122,73.0,395400.0,405084.0
796,Hillcrest,1.5Story,7514.0,2317.0,538.0,367.0,1959,1998,8,9,2,1,6,8,2,7.36,8.0,18.6,64.2,False,-0.692,0.38,22.0,419900.0,421946.0
797,Downtown,1Story,11791.0,1664.0,551.0,380.0,1979,2015,3,5,3,0,2,7,1,3.68,2.0,38.3,23.1,False,0.046,0.173,11.0,301600.0,291230.0
798,Lakeside,1.5Story,4300.0,2532.0,844.0,261.0,1918,1934,8,5,1,0,4,7,1,2.69,1.0,19.7,72.3,False,2.907,0.3,55.0,452600.0,441703.0
799,Suburbia,1Story,16129.0,1828.0,1579.0,530.0,1993,2023,10,7,3,1,4,7,0,5.84,7.0,8.5,32.4,False,0.904,0.859,40.0,397300.0,392850.0
800,Suburbia,2Story,19062.0,1922.0,1019.0,392.0,1962,1976,3,9,3,0,6,11,1,0.92,9.0,44.6,77.9,False,-0.756,0.42,27.0,538000.0,373060.0
801,Suburbia,2Story,3143.0,1699.0,834.0,0.0,1923,1928,10,8,1,0,4,6,1,4.26,1.0,61.1,70.6,False,-0.253,0.109,19.0,330200.0,324504.0
802,Hillcrest,2Story,7831.0,1563.0,1599.0,337.0,2002,2013,1,5,1,2,2,5,2,3.21,7.0,20.6,82.4,False,-0.362,0.199,86.0,371700.0,367617.0
803,Old Town,1Story,6300.0,1549.0,829.0,546.0,1933,1967,5,4,3,2,6,9,2,4.09,8.0,,56.6,False,0.124,0.844,8.0,312000.0,293415.0
804,Riverside,2Story,7386.0,1999.0,1889.0,284.0,2008,2026,1,2,3,2,2,4,1,10.09,2.0,49.5,68.5,False,-1.524,0.41,13.0,330200.0,339072.0
805,Downtown,2Story,6999.0,1424.0,735.0,298.0,1934,1969,5,2,3,0,5,9,0,16.91,3.0,15.5,80.2,False,0.324,0.936,34.0,360900.0,343250.0
806,Downtown,2Story,10766.0,2374.0,525.0,,1961,1974,7,8,2,2,3,7,0,3.95,6.0,20.4,51.3,False,-2.118,0.561,21.0,422900.0,434936.0
807,Suburbia,1.5Story,7790.0,2209.0,880.0,433.0,1955,1973,9,8,1,0,2,3,1,8.41,7.0,71.1,79.0,False,-1.673,0.507,6.0,383000.0,386265.0
808,Lakeside,1Story,5891.0,2455.0,845.0,0.0,1992,1995,2,4,3,2,2,4,1,4.2,6.0,12.7,78.2,False,2.002,0.456,24.0,375100.0,397861.0
809,Riverside,SplitLevel,7629.0,1229.0,611.0,403.0,1923,1955,9,10,1,0,6,9,2,4.2,2.0,22.8,65.6,False,-0.361,0.773,36.0,340500.0,337401.0
810,Old Town,1.5Story,9703.0,915.0,2043.0,460.0,1931,1943,10,10,1,1,6,8,0,1.55,9.0,74.3,96.4,False,1.426,0.836,43.0,392700.0,376301.0
811,Downtown,1Story,5355.0,1848.0,1084.0,,1924,1927,1,7,3,2,5,9,1,3.7,5.0,23.6,77.3,False,-0.81,0.127,52.0,360300.0,371874.0
812,Downtown,2Story,4554.0,3444.0,1145.0,682.0,1929,1937,10,3,2,1,6,9,2,3.8,6.0,62.1,37.9,False,-2.102,0.408,13.0,499400.0,502899.0
813,Old Town,1Story,16276.0,2546.0,756.0,669.0,1957,1984,10,6,3,2,6,10,1,4.94,6.0,14.6,85.8,False,-1.051,0.283,97.0,440900.0,443627.0
814,Riverside,2Story,6471.0,1545.0,,,1973,2006,1,9,3,1,3,6,0,8.93,6.0,37.8,56.2,False,2.688,0.899,54.0,311200.0,313822.0
815,Downtown,1Story,7723.0,2083.0,1381.0,359.0,2008,2026,1,6,3,0,5,9,0,1.3,3.0,56.7,82.4,False,-1.411,0.735,40.0,359000.0,371985.0
816,Old Town,1Story,7050.0,2250.0,246.0,302.0,1953,1962,8,5,3,2,4,7,1,13.24,4.0,25.7,73.3,False,1.776,0.292,73.0,332900.0,332426.0
817,Old Town,1Story,9817.0,1097.0,470.0,582.0,1951,1975,5,6,2,1,2,3,1,12.43,2.0,37.0,22.0,False,0.345,0.408,93.0,232100.0,212689.0
818,Riverside,2Story,15070.0,2603.0,846.0,680.0,1920,1938,3,9,3,1,4,8,2,2.42,8.0,49.9,78.9,False,0.12,0.419,0.0,430400.0,436641.0
819,Suburbia,1.5Story,9927.0,1758.0,1517.0,646.0,1912,1941,5,5,3,0,2,5,2,20.13,4.0,17.0,64.0,False,-0.749,0.932,50.0,356600.0,353800.0
820,Lakeside,SplitLevel,4763.0,1800.0,793.0,,1995,2022,4,2,1,2,5,8,2,15.11,1.0,79.8,59.7,False,-0.901,0.474,88.0,323900.0,321136.0
821,Downtown,1.5Story,4992.0,1863.0,1125.0,576.0,1979,1981,10,6,2,1,3,5,0,2.18,1.0,55.8,60.4,True,0.564,0.018,23.0,418700.0,423645.0
822,Riverside,1Story,7047.0,2479.0,962.0,,1967,1973,3,7,2,1,2,3,1,28.0,10.0,27.9,82.2,False,1.319,0.73,85.0,399000.0,395562.0
823,Hillcrest,1Story,7377.0,1435.0,1494.0,484.0,1955,1979,1,10,3,1,5,10,0,1.43,,30.3,51.4,False,0.196,0.097,59.0,325000.0,329740.0
824,Suburbia,2Story,4435.0,911.0,284.0,491.0,1965,1986,9,2,2,0,3,4,2,7.02,7.0,,88.0,False,0.74,0.631,5.0,301000.0,295840.0
825,Suburbia,1.5Story,10794.0,2028.0,1259.0,476.0,2006,2026,9,10,1,1,4,7,0,5.61,6.0,27.9,40.6,False,-0.426,0.513,87.0,380100.0,380941.0
826,Downtown,1Story,5540.0,726.0,866.0,334.0,1923,1957,9,9,1,2,2,4,1,19.3,9.0,25.6,73.3,False,2.173,0.763,6.0,334100.0,351457.0
827,Riverside,2Story,13666.0,1684.0,1338.0,350.0,1962,1964,10,8,3,0,2,5,0,2.0,9.0,57.9,81.9,False,0.239,0.55,71.0,407800.0,430051.0
828,Lakeside,1Story,15325.0,2503.0,606.0,348.0,1930,1953,1,3,2,0,6,7,0,7.25,8.0,7.0,81.5,False,2.033,0.175,57.0,388100.0,414556.0
829,Suburbia,SplitLevel,7429.0,2169.0,960.0,204.0,1913,1929,8,3,1,0,4,4,1,1.03,10.0,33.4,71.3,False,-0.965,0.894,79.0,364000.0,369058.0
830,Lakeside,1Story,9449.0,2423.0,907.0,483.0,1987,2006,3,5,3,2,4,6,1,0.44,,36.7,64.3,False,-0.045,0.903,31.0,421600.0,411322.0
831,Suburbia,1Story,5265.0,2191.0,529.0,454.0,1988,1990,5,2,2,1,5,9,2,8.49,5.0,20.9,58.1,False,1.071,0.421,11.0,312900.0,321981.0
832,Riverside,1Story,10080.0,3176.0,412.0,582.0,2007,2026,5,7,2,1,5,6,1,15.72,,3.7,46.0,False,0.142,0.609,49.0,401100.0,404105.0
833,Hillcrest,1Story,6806.0,1526.0,706.0,662.0,1902,1908,10,8,2,0,2,3,0,10.4,,36.4,55.7,True,0.518,0.552,74.0,393800.0,401882.0
834,Suburbia,1Story,5538.0,2069.0,1005.0,672.0,1922,1960,6,5,1,2,6,6,0,1.93,3.0,48.8,50.7,True,-0.978,0.534,56.0,340600.0,350969.0
835,Suburbia,2Story,7323.0,1609.0,632.0,687.0,1972,2010,3,7,1,1,5,7,0,14.0,8.0,21.4,47.7,False,-0.405,0.09,8.0,332000.0,304705.0
836,Riverside,1Story,6884.0,2376.0,811.0,339.0,2002,2026,1,8,3,1,3,6,1,3.89,3.0,11.4,100.5,True,-0.875,0.494,63.0,387300.0,397156.0
837,Suburbia,1.5Story,7231.0,1816.0,158.0,231.0,2018,2022,6,10,3,2,3,6,0,1.21,,60.1,37.1,False,-0.086,0.225,40.0,269000.0,285701.0
838,Old Town,2Story,11298.0,2795.0,794.0,0.0,1999,2015,9,7,3,0,2,7,0,7.2,1.0,45.6,88.3,False,-0.188,0.798,73.0,380600.0,391693.0
839,Hillcrest,1.5Story,6156.0,1558.0,1380.0,0.0,2014,2014,8,3,3,2,3,6,0,8.42,8.0,27.8,45.7,False,-0.529,0.849,93.0,346800.0,345849.0
840,Riverside,2Story,14872.0,2624.0,1246.0,709.0,2002,2026,10,2,2,2,3,7,2,3.39,9.0,53.4,49.6,False,0.632,0.019,85.0,458800.0,465874.0
841,Downtown,1.5Story,5096.0,2176.0,913.0,538.0,1939,1974,1,10,2,0,3,4,2,19.16,6.0,39.8,49.3,False,-1.065,0.737,99.0,360600.0,357034.0
842,Suburbia,1Story,14263.0,1832.0,1052.0,141.0,1973,1994,5,8,3,0,5,9,1,1.08,6.0,70.8,48.0,True,-2.149,0.115,60.0,313000.0,322008.0
843,Riverside,1.5Story,5677.0,2148.0,602.0,518.0,1980,1980,7,9,1,1,3,3,1,8.01,5.0,48.3,84.6,False,-0.572,0.01,72.0,385600.0,392848.0
844,Hillcrest,1Story,8100.0,1994.0,1632.0,549.0,1944,1956,9,5,3,1,4,6,0,6.95,6.0,7.2,78.6,False,2.152,0.014,10.0,443700.0,452404.0
845,Downtown,SplitLevel,6826.0,2046.0,1818.0,0.0,2011,2017,4,2,1,2,4,6,1,13.14,6.0,21.8,63.8,False,0.51,0.466,17.0,370400.0,371577.0
846,Old Town,1Story,7185.0,1736.0,1019.0,689.0,1997,2014,7,6,1,0,2,4,1,7.48,5.0,22.8,116.7,True,-0.846,0.814,13.0,410600.0,401739.0
847,Hillcrest,1.5Story,10727.0,1464.0,,0.0,1965,1980,3,7,2,0,2,5,0,1.77,,41.2,67.7,False,0.445,0.311,73.0,358300.0,348130.0
848,Suburbia,1.5Story,13697.0,1666.0,664.0,0.0,1960,1993,6,3,3,2,2,5,2,0.46,2.0,,69.1,False,-0.134,0.925,61.0,319400.0,301940.0
849,Downtown,2Story,12292.0,924.0,425.0,295.0,1999,2008,8,5,2,2,5,7,2,4.27,5.0,12.5,55.7,False,0.388,0.421,91.0,325600.0,341822.0
850,Old Town,2Story,7033.0,2313.0,652.0,545.0,1927,1939,9,5,3,2,5,10,2,0.9,5.0,46.8,53.5,False,0.881,0.189,70.0,360100.0,372978.0
851,Lakeside,1Story,8643.0,1171.0,858.0,,1927,1936,5,3,3,0,2,4,0,10.45,,55.0,58.4,False,0.194,0.459,87.0,320300.0,331669.0
852,Lakeside,2Story,6163.0,1730.0,1921.0,696.0,1950,1986,5,9,3,0,5,8,2,15.86,3.0,32.9,83.3,False,0.121,0.627,75.0,458500.0,458574.0
853,Suburbia,1Story,5727.0,2206.0,832.0,187.0,1916,1928,9,5,3,2,6,11,0,3.75,10.0,39.2,78.3,False,1.487,0.506,62.0,371500.0,384845.0
854,Old Town,1Story,5425.0,2312.0,589.0,551.0,1957,1997,6,10,1,2,2,4,2,17.6,9.0,15.6,91.2,False,0.54,0.441,51.0,377500.0,386024.0
855,Lakeside,1Story,6952.0,874.0,573.0,,1954,1981,4,1,3,2,2,7,0,3.45,8.0,24.5,55.1,False,0.195,0.188,13.0,322200.0,313727.0
856,Riverside,2Story,8843.0,1799.0,1429.0,0.0,1963,1975,3,10,2,2,5,6,1,14.32,8.0,25.4,78.6,False,0.042,0.699,60.0,378800.0,365544.0
857,Suburbia,SplitLevel,4150.0,2103.0,1369.0,312.0,1958,1982,8,7,1,0,3,3,2,9.54,4.0,46.2,73.5,True,-0.566,0.35,52.0,392200.0,383587.0
858,Suburbia,1Story,7973.0,1879.0,746.0,130.0,2013,2018,8,8,3,0,3,8,1,5.56,2.0,40.1,75.8,False,-1.246,0.971,97.0,339700.0,335724.0
859,Hillcrest,1.5Story,13775.0,2589.0,162.0,375.0,1934,1971,6,3,1,0,4,6,0,0.76,8.0,28.4,52.5,False,0.67,0.401,90.0,375000.0,383186.0
860,Riverside,2Story,12000.0,1398.0,476.0,378.0,1951,1990,2,1,2,2,2,6,1,1.33,8.0,27.6,49.3,True,1.277,0.222,34.0,303300.0,303006.0
861,Suburbia,1Story,6602.0,723.0,1673.0,638.0,1993,2005,2,3,2,1,4,8,0,4.22,9.0,0.0,77.7,False,0.428,0.86,18.0,316700.0,302576.0
862,Suburbia,2Story,4970.0,2296.0,1239.0,0.0,1935,1942,3,5,1,0,3,4,2,5.41,6.0,67.1,83.7,False,0.566,0.209,21.0,344200.0,336029.0
863,Suburbia,1.5Story,9518.0,1555.0,977.0,532.0,1982,1999,1,4,2,2,6,7,1,7.17,9.0,0.0,56.9,False,-0.887,0.168,48.0,316500.0,305528.0
864,Riverside,1Story,3601.0,883.0,1735.0,253.0,2021,2026,5,2,1,2,5,8,0,1.11,1.0,43.4,79.0,False,-0.596,0.719,96.0,304100.0,292300.0
865,Downtown,SplitLevel,11951.0,1763.0,1772.0,537.0,1947,1972,5,1,3,0,3,6,0,3.99,2.0,35.8,89.6,False,-1.282,0.298,86.0,402100.0,406145.0
866,Old Town,1Story,7519.0,2527.0,935.0,0.0,1930,1931,4,7,3,1,5,7,1,6.31,1.0,29.7,61.5,True,-0.25,0.417,91.0,337100.0,329303.0
867,Suburbia,1Story,15382.0,1155.0,943.0,795.0,1923,1923,10,7,3,2,4,8,0,2.25,4.0,34.8,42.1,False,0.983,0.451,23.0,333800.0,338501.0
868,Suburbia,2Story,4427.0,3135.0,706.0,437.0,1901,1910,3,2,2,2,4,5,0,7.62,2.0,21.7,44.4,False,-0.697,0.784,0.0,360500.0,353126.0
869,Downtown,1Story,11174.0,1389.0,830.0,120.0,1935,1965,9,8,1,1,5,5,1,3.47,1.0,48.1,55.8,False,-0.075,0.574,67.0,359000.0,343862.0
870,Lakeside,1Story,7823.0,1898.0,326.0,345.0,2007,2017,2,10,3,1,3,8,2,0.71,9.0,,60.0,False,0.702,0.741,40.0,402100.0,382848.0
871,Suburbia,1Story,7217.0,1179.0,324.0,320.0,1932,1968,7,10,1,2,4,4,0,1.0,2.0,41.6,67.3,False,1.208,0.987,46.0,285500.0,278152.0
872,Downtown,2Story,5017.0,1873.0,226.0,355.0,2020,2026,9,2,2,1,4,7,1,2.67,9.0,21.4,67.7,False,-1.647,0.711,73.0,406400.0,401574.0
873,Old Town,2Story,9982.0,1776.0,1405.0,402.0,2020,2026,9,5,1,1,5,6,1,5.67,7.0,26.5,63.1,False,-0.477,0.279,98.0,390600.0,373448.0
874,Hillcrest,2Story,10267.0,1031.0,294.0,354.0,1985,2022,6,1,3,2,3,5,2,5.63,7.0,27.0,80.2,True,-0.738,0.767,17.0,330000.0,340680.0
875,Suburbia,SplitLevel,15135.0,3404.0,1769.0,329.0,2023,2026,3,1,1,1,6,9,2,9.14,2.0,31.7,54.3,False,-0.877,0.85,60.0,415300.0,397366.0
876,Old Town,1Story,11531.0,1578.0,643.0,275.0,1951,1958,4,9,1,2,3,3,2,3.56,1.0,45.0,90.8,False,-0.383,0.431,3.0,294500.0,292854.0
877,Hillcrest,2Story,6582.0,1578.0,1680.0,591.0,2020,2022,5,10,3,2,2,6,1,1.4,2.0,34.3,84.9,False,-1.947,0.66,50.0,416300.0,414547.0
878,Hillcrest,SplitLevel,5702.0,2383.0,797.0,652.0,1968,1975,9,3,3,1,4,6,0,7.7,,53.7,83.6,False,-0.368,0.49,3.0,414600.0,420203.0
879,Suburbia,2Story,5019.0,2848.0,292.0,419.0,1910,1935,4,5,3,1,3,7,2,0.92,10.0,55.9,56.1,False,0.035,0.128,81.0,353600.0,368138.0
880,Riverside,1Story,13570.0,2470.0,1489.0,457.0,2004,2026,9,1,3,1,4,6,2,12.77,5.0,41.2,65.9,False,-1.043,0.729,56.0,446600.0,428368.0
881,Hillcrest,1.5Story,6171.0,1189.0,1539.0,280.0,2019,2026,10,9,1,1,6,9,1,4.8,3.0,48.7,81.0,False,-0.482,0.444,25.0,389800.0,384785.0
882,Suburbia,SplitLevel,13603.0,1968.0,569.0,471.0,2011,2026,2,6,2,2,2,4,1,2.82,3.0,75.5,64.4,False,0.02,0.346,23.0,279600.0,284192.0
883,Old Town,1.5Story,9738.0,815.0,,0.0,1952,1964,10,3,3,0,2,4,2,2.42,4.0,6.7,55.4,False,0.12,0.468,65.0,275800.0,271519.0
884,Riverside,1Story,9095.0,2346.0,570.0,425.0,1912,1927,6,10,1,0,3,3,1,8.56,6.0,56.5,54.7,False,-1.634,0.582,25.0,360500.0,364705.0
885,Lakeside,SplitLevel,7278.0,951.0,899.0,523.0,1973,2004,7,2,3,1,4,8,0,1.14,9.0,65.9,55.6,False,0.7,0.757,38.0,319500.0,340559.0
886,Hillcrest,2Story,10211.0,1408.0,995.0,509.0,2009,2026,4,3,3,0,2,6,0,5.21,1.0,43.7,47.1,False,0.724,0.909,1.0,305800.0,307967.0
887,Hillcrest,SplitLevel,8059.0,1848.0,802.0,291.0,2005,2017,4,8,3,2,5,8,1,7.87,8.0,73.1,119.7,False,-0.742,0.684,34.0,366900.0,384321.0
888,Downtown,SplitLevel,7121.0,2095.0,186.0,,1977,1978,6,5,3,0,5,9,1,18.91,1.0,70.5,32.9,False,1.678,0.994,72.0,318000.0,315020.0
889,Lakeside,SplitLevel,10338.0,1706.0,706.0,427.0,1999,2002,2,8,3,1,5,10,0,8.77,4.0,28.3,50.3,False,0.456,0.157,5.0,362200.0,342576.0
890,Suburbia,2Story,7705.0,2685.0,1245.0,728.0,1904,1937,8,3,2,0,4,7,1,6.0,6.0,29.8,78.7,False,0.311,0.154,84.0,439200.0,447136.0
891,Hillcrest,2Story,6128.0,2248.0,862.0,0.0,1978,1992,7,7,1,2,6,8,0,2.54,2.0,45.6,55.7,True,0.683,0.79,26.0,389200.0,379415.0
892,Old Town,1.5Story,9996.0,2205.0,812.0,775.0,1913,1942,1,6,2,2,5,9,2,0.44,3.0,22.5,61.7,False,-1.033,0.634,73.0,318900.0,326839.0
893,Lakeside,1Story,7924.0,1174.0,559.0,648.0,1994,2026,3,1,3,0,6,8,1,27.83,7.0,89.2,75.1,False,-0.353,0.862,13.0,300200.0,300452.0
894,Downtown,1Story,9615.0,2785.0,694.0,,1905,1941,6,4,3,1,2,4,2,1.02,7.0,50.8,86.6,False,0.618,0.679,13.0,446000.0,456861.0
895,Suburbia,SplitLevel,6913.0,1408.0,1542.0,344.0,1974,1994,8,3,1,2,5,5,0,12.03,1.0,35.9,63.1,False,-0.798,0.013,86.0,315200.0,307561.0
896,Old Town,1Story,5307.0,2806.0,471.0,348.0,2019,2026,3,6,3,1,3,5,1,1.2,8.0,6.8,84.6,False,-0.352,0.673,95.0,390100.0,373458.0
897,Lakeside,1Story,14873.0,2962.0,1253.0,545.0,1914,1922,9,5,1,2,2,3,0,0.87,5.0,40.0,37.4,False,0.601,0.212,26.0,761800.0,485143.0
898,Lakeside,1Story,13923.0,2132.0,970.0,483.0,1953,1991,6,5,2,0,2,3,0,5.73,7.0,11.3,57.1,False,0.31,0.447,96.0,437400.0,430741.0
899,Lakeside,2Story,11040.0,2418.0,1053.0,0.0,1905,1941,6,2,2,1,2,6,0,6.77,3.0,50.2,76.9,False,0.021,0.692,81.0,420800.0,414230.0
